"","Species_original","Species_standardised","Reference","Trait_value","Temperature","unique_id"
"2995","Cylindrospermopsis raciborskii strain PMC 99.12","Cylindrospermopsis raciborskii","Briand et al. (2004)",0.408,25,"   2.310 48.940Briand et al. (2004)Cylindrospermopsis raciborskii"
"2996","Cylindrospermopsis raciborskii strain PMC 99.12","Cylindrospermopsis raciborskii","Briand et al. (2004)",0.42,30,"   2.310 48.940Briand et al. (2004)Cylindrospermopsis raciborskii"
"2997","Cylindrospermopsis raciborskii strain PMC 99.12","Cylindrospermopsis raciborskii","Briand et al. (2004)",0.379,35,"   2.310 48.940Briand et al. (2004)Cylindrospermopsis raciborskii"
"2998","Cylindrospermopsis raciborskii strain PMC 99.12","Cylindrospermopsis raciborskii","Briand et al. (2004)",0.167,40,"   2.310 48.940Briand et al. (2004)Cylindrospermopsis raciborskii"
"2999","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.005,10.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3000","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.091,12," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3001","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.148,13," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3002","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.148,14.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3003","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.195,15.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3004","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.188,16.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3005","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.245,18.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3006","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.212,19.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3007","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.255,20.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3008","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.252,21," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3009","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.264,22," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3010","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.284,23," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3011","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.292,24," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3012","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.277,25.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3013","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.31,26.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3014","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.288,27.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3015","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.288,28.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3016","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.314,29," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3017","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.31,30.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3018","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.291,31.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3019","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.309,32.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3020","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.312,33," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3021","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.263,34," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3022","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.158,36," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3023","Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105","Anacystis incerta","Krï¿½ger & Eloff (1978)",0.047,36.5," 23.130 -82.380Anacystis incertaKrï¿½ger & Eloff (1978)"
"3024","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",0.475,10,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3025","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",0.741,20,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3026","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",0.98,30,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3027","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",1.007,35,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3028","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",0.906,40,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3029","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",0.588,45,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3030","Scenedesmus almeriensis strain CCAP 276/24","Scenedesmus almeriensis","Sï¿½nchez et al. (2008b)",0,48,"  -2.470 36.840Scenedesmus almeriensisSï¿½nchez et al. (2008b)"
"3031","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0,16," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3032","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.06,19," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3033","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.14,21," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3034","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.21,23," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3035","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.25,25," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3036","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.37,27," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3037","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.34,29," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3038","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.24,31," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3039","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.19,33," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3040","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0.07,35," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3041","Amphidinium klebsii","Amphidinium klebsii","Morton et al. (1992)",0,37," 24.708 -81.125Amphidinium klebsiiMorton et al. (1992)"
"3042","Coolia monotis","Coolia monotis","Morton et al. (1992)",0,21," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3043","Coolia monotis","Coolia monotis","Morton et al. (1992)",0.05,23," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3044","Coolia monotis","Coolia monotis","Morton et al. (1992)",0.07,25," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3045","Coolia monotis","Coolia monotis","Morton et al. (1992)",0.1,27," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3046","Coolia monotis","Coolia monotis","Morton et al. (1992)",0.2,29," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3047","Coolia monotis","Coolia monotis","Morton et al. (1992)",0.14,31," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3048","Coolia monotis","Coolia monotis","Morton et al. (1992)",0.12,33," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3049","Coolia monotis","Coolia monotis","Morton et al. (1992)",0,35," 24.708 -81.125Coolia monotisMorton et al. (1992)"
"3050","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0,19," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3051","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.03,21," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3052","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.08,23," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3053","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.1,25," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3054","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.12,27," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3055","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.16,29," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3056","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.08,31," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3057","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0.03,33," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3058","Gambierdiscus toxicus","Gambierdiscus toxicus","Morton et al. (1992)",0,35," 24.708 -81.125Gambierdiscus toxicusMorton et al. (1992)"
"3059","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0,16," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3060","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0.05,19," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3061","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0.08,21," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3062","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0.1,23," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3063","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0.16,25," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3064","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0.1,27," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3065","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0.03,29," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3066","Ostreopsis heptagona","Ostreopsis heptagona","Morton et al. (1992)",0,31," 24.708 -81.125Morton et al. (1992)Ostreopsis heptagona"
"3067","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0,16," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3068","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.04,19," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3069","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.13,21," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3070","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.15,23," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3071","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.21,25," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3072","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.13,27," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3073","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.07,29," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3074","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0.04,31," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3075","Ostreopsis siamensis","Ostreopsis siamensis","Morton et al. (1992)",0,33," 24.708 -81.125Morton et al. (1992)Ostreopsis siamensis"
"3076","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0,19," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3077","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0.05,21," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3078","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0.07,23," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3079","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0.1,25," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3080","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0.19,27," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3081","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0.14,29," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3082","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0.12,31," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3083","Prorocentrum concavum","Prorocentrum concavum","Morton et al. (1992)",0,33," 24.708 -81.125Morton et al. (1992)Prorocentrum concavum"
"3084","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0,19," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3085","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.05,21," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3086","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.08,23," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3087","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.19,25," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3088","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.21,27," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3089","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.17,29," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3090","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.11,31," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3091","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0.04,33," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3092","Prorocentrum lima","Prorocentrum lima","Morton et al. (1992)",0,35," 24.712 -81.125Morton et al. (1992)Prorocentrum lima"
"3093","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0,21," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3094","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0.05,23," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3095","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0.11,25," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3096","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0.17,27," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3097","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0.15,29," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3098","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0.1,31," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3099","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0.07,33," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3100","Prorocentrum mexicanum","Prorocentrum mexicanum","Morton et al. (1992)",0,35," 24.712 -81.125Morton et al. (1992)Prorocentrum mexicanum"
"3101","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",0.482,10,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3102","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",0.759,15,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3103","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",1.106,20,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3104","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",1.085,22,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3105","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",0.95,25,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3106","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",0.596,29,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3107","Fragilaria  bidens","Fragilaria bidens","Dauta (1982a)",0.397,32,"   2.530 42.650Dauta (1982a)Fragilaria bidens"
"3108","Mucidosphaerium pulchellum","Mucidosphaerium pulchellum","Dauta (1982a)",0.263,15,"   2.530 42.650Dauta (1982a)Mucidosphaerium pulchellum"
"3109","Mucidosphaerium pulchellum","Mucidosphaerium pulchellum","Dauta (1982a)",0.783,20,"   2.530 42.650Dauta (1982a)Mucidosphaerium pulchellum"
"3110","Mucidosphaerium pulchellum","Mucidosphaerium pulchellum","Dauta (1982a)",1.39,25,"   2.530 42.650Dauta (1982a)Mucidosphaerium pulchellum"
"3111","Mucidosphaerium pulchellum","Mucidosphaerium pulchellum","Dauta (1982a)",1.57,28,"   2.530 42.650Dauta (1982a)Mucidosphaerium pulchellum"
"3112","Mucidosphaerium pulchellum","Mucidosphaerium pulchellum","Dauta (1982a)",1.55,32,"   2.530 42.650Dauta (1982a)Mucidosphaerium pulchellum"
"3113","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.28,10,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3114","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.332,13,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3115","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.332,16,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3116","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.362,19,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3117","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.44,21,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3118","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.47,23,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3119","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.496,25,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3120","Anabaena sp. strain 90","Anabaena","Rapala & Sivonen (1998)",0.496,28,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3121","Anabaena sp. strain 202A1","Anabaena","Rapala & Sivonen (1998)",0.246,10,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3122","Anabaena sp. strain 202A1","Anabaena","Rapala & Sivonen (1998)",0.444,13,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3123","Anabaena sp. strain 202A1","Anabaena","Rapala & Sivonen (1998)",0.612,16,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
"3124","Anabaena sp. strain 202A1","Anabaena","Rapala & Sivonen (1998)",0.634,19,"  25.540 61.080AnabaenaRapala & Sivonen (1998)"
